"Timestamp","Realtime User (count)","TPS","Response Time (ms)","CPU (%)","Heap (byte)","Active Tx (count)"
"2025-01-01 08:00:00","3.0","0.2","0.3","0.0","150000000.0","0.0"
"2025-01-01 08:05:00","3.0","0.2","0.3","0.0","235000000.0","0.0"
"2025-01-01 08:10:00","3.0","0.2","0.3","0.0","320000000.0","0.0"
"2025-01-01 08:15:00","3.0","0.2","0.3","0.0","205000000.0","0.0"
"2025-01-01 08:20:00","3.0","0.2","0.3","0.0","290000000.0","0.0"
"2025-01-01 08:25:00","3.0","0.2","0.3","0.0","175000000.0","0.0"
"2025-01-01 08:30:00","3.0","0.2","0.3","0.0","260000000.0","0.0"
"2025-01-01 08:35:00","3.0","0.2","0.3","0.0","345000000.0","0.0"
"2025-01-01 08:40:00","3.0","0.2","0.3","0.0","230000000.0","0.0"
"2025-01-01 08:45:00","3.0","0.2","0.3","0.0","315000000.0","0.0"
"2025-01-01 08:50:00","3.0","0.2","0.3","0.0","200000000.0","0.0"
"2025-01-01 08:55:00","3.0","0.2","0.3","0.0","285000000.0","0.0"
"2025-01-01 09:00:00","3.0","0.2","0.3","0.0","170000000.0","0.0"
"2025-01-01 09:05:00","3.0","0.2","0.3","0.0","255000000.0","0.0"
"2025-01-01 09:10:00","3.0","0.2","0.3","0.0","340000000.0","0.0"
"2025-01-01 09:15:00","3.0","0.2","0.3","0.0","225000000.0","0.0"
"2025-01-01 09:20:00","3.0","0.2","0.3","0.0","310000000.0","0.0"
"2025-01-01 09:25:00","3.0","0.2","0.3","0.0","195000000.0","0.0"
"2025-01-01 09:30:00","3.0","0.2","0.3","0.0","280000000.0","0.0"
"2025-01-01 09:35:00","3.0","0.2","0.3","0.0","165000000.0","0.0"
"2025-01-01 09:40:00","3.0","0.2","0.3","0.0","250000000.0","0.0"
"2025-01-01 09:45:00","3.0","0.2","0.3","0.0","335000000.0","0.0"
"2025-01-01 09:50:00","3.0","0.2","0.3","0.0","220000000.0","0.0"
"2025-01-01 09:55:00","3.0","0.2","0.3","0.0","305000000.0","0.0"
"2025-01-01 10:00:00","10.0","800.0","120.0","0.0","190000000.0","900.0"
"2025-01-01 10:05:00","12.0","950.0","140.0","0.0","275000000.0","1100.0"
"2025-01-01 10:10:00","3.0","0.2","0.3","0.0","160000000.0","0.0"
"2025-01-01 10:15:00","3.0","0.2","0.3","0.0","245000000.0","0.0"
"2025-01-01 10:20:00","3.0","0.2","0.3","0.0","330000000.0","0.0"
"2025-01-01 10:25:00","3.0","0.2","0.3","0.0","215000000.0","0.0"
"2025-01-01 10:30:00","3.0","0.2","0.3","0.0","300000000.0","0.0"
"2025-01-01 10:35:00","3.0","0.2","0.3","0.0","185000000.0","0.0"
"2025-01-01 10:40:00","3.0","0.2","0.3","0.0","270000000.0","0.0"
"2025-01-01 10:45:00","3.0","0.2","0.3","0.0","155000000.0","0.0"
"2025-01-01 10:50:00","3.0","0.2","0.3","0.0","240000000.0","0.0"
"2025-01-01 10:55:00","3.0","0.2","0.3","0.0","325000000.0","0.0"
"2025-01-01 11:00:00","3.0","0.2","0.3","0.0","210000000.0","0.0"
"2025-01-01 11:05:00","3.0","0.2","0.3","0.0","295000000.0","0.0"
"2025-01-01 11:10:00","3.0","0.2","0.3","0.0","180000000.0","0.0"
"2025-01-01 11:15:00","3.0","0.2","0.3","0.0","265000000.0","0.0"
"2025-01-01 11:20:00","3.0","0.2","0.3","0.0","150000000.0","0.0"
"2025-01-01 11:25:00","3.0","0.2","0.3","0.0","235000000.0","0.0"
"2025-01-01 11:30:00","3.0","0.2","0.3","0.0","320000000.0","0.0"
"2025-01-01 11:35:00","3.0","0.2","0.3","0.0","205000000.0","0.0"
"2025-01-01 11:40:00","3.0","0.2","0.3","0.0","290000000.0","0.0"
"2025-01-01 11:45:00","3.0","0.2","0.3","0.0","175000000.0","0.0"
"2025-01-01 11:50:00","3.0","0.2","0.3","0.0","260000000.0","0.0"
"2025-01-01 11:55:00","3.0","0.2","0.3","0.0","345000000.0","0.0"
"2025-01-01 12:00:00","3.0","0.2","0.3","0.0","230000000.0","0.0"
"2025-01-01 12:05:00","3.0","0.2","0.3","0.0","315000000.0","0.0"
"2025-01-01 12:10:00","3.0","0.2","0.3","0.0","200000000.0","0.0"
"2025-01-01 12:15:00","3.0","0.2","0.3","0.0","285000000.0","0.0"
"2025-01-01 12:20:00","3.0","0.2","0.3","0.0","170000000.0","0.0"
"2025-01-01 12:25:00","3.0","0.2","0.3","0.0","255000000.0","0.0"
"2025-01-01 12:30:00","3.0","0.2","0.3","0.0","340000000.0","0.0"
"2025-01-01 12:35:00","3.0","0.2","0.3","0.0","225000000.0","0.0"
"2025-01-01 12:40:00","3.0","0.2","0.3","0.0","310000000.0","0.0"
"2025-01-01 12:45:00","3.0","0.2","0.3","0.0","195000000.0","0.0"
"2025-01-01 12:50:00","3.0","0.2","0.3","0.0","280000000.0","0.0"
"2025-01-01 12:55:00","3.0","0.2","0.3","0.0","165000000.0","0.0"
"2025-01-01 13:00:00","14.0","1600.0","260.0","0.0","250000000.0","2200.0"
"2025-01-01 13:05:00","13.0","1400.0","240.0","0.0","335000000.0","1800.0"
"2025-01-01 13:10:00","3.0","0.2","0.3","0.0","220000000.0","0.0"
"2025-01-01 13:15:00","3.0","0.2","0.3","0.0","305000000.0","0.0"
"2025-01-01 13:20:00","3.0","0.2","0.3","0.0","190000000.0","0.0"
"2025-01-01 13:25:00","3.0","0.2","0.3","0.0","275000000.0","0.0"
"2025-01-01 13:30:00","3.0","0.2","0.3","0.0","160000000.0","0.0"
"2025-01-01 13:35:00","3.0","0.2","0.3","0.0","245000000.0","0.0"
"2025-01-01 13:40:00","3.0","0.2","0.3","0.0","330000000.0","0.0"
"2025-01-01 13:45:00","3.0","0.2","0.3","0.0","215000000.0","0.0"
"2025-01-01 13:50:00","3.0","0.2","0.3","0.0","300000000.0","0.0"
"2025-01-01 13:55:00","3.0","0.2","0.3","0.0","185000000.0","0.0"
"2025-01-01 14:00:00","3.0","0.2","0.3","0.0","270000000.0","0.0"
"2025-01-01 14:05:00","3.0","0.2","0.3","0.0","155000000.0","0.0"
"2025-01-01 14:10:00","3.0","0.2","0.3","0.0","240000000.0","0.0"
"2025-01-01 14:15:00","3.0","0.2","0.3","0.0","325000000.0","0.0"
"2025-01-01 14:20:00","3.0","0.2","0.3","0.0","210000000.0","0.0"
"2025-01-01 14:25:00","3.0","0.2","0.3","0.0","295000000.0","0.0"
"2025-01-01 14:30:00","3.0","0.2","0.3","0.0","180000000.0","0.0"
"2025-01-01 14:35:00","3.0","0.2","0.3","0.0","265000000.0","0.0"
"2025-01-01 14:40:00","3.0","0.2","0.3","0.0","150000000.0","0.0"
"2025-01-01 14:45:00","3.0","0.2","0.3","0.0","235000000.0","0.0"
"2025-01-01 14:50:00","3.0","0.2","0.3","0.0","320000000.0","0.0"
"2025-01-01 14:55:00","3.0","0.2","0.3","0.0","205000000.0","0.0"
"2025-01-01 15:00:00","16.0","2600.0","620.0","0.0","290000000.0","3800.0"
"2025-01-01 15:05:00","15.0","2200.0","540.0","0.0","175000000.0","3200.0"
"2025-01-01 15:10:00","12.0","1800.0","300.0","0.0","260000000.0","2400.0"
"2025-01-01 15:15:00","3.0","0.2","0.3","0.0","345000000.0","0.0"
"2025-01-01 15:20:00","3.0","0.2","0.3","0.0","230000000.0","0.0"
"2025-01-01 15:25:00","3.0","0.2","0.3","0.0","315000000.0","0.0"
"2025-01-01 15:30:00","3.0","0.2","0.3","0.0","200000000.0","0.0"
"2025-01-01 15:35:00","3.0","0.2","0.3","0.0","285000000.0","0.0"
"2025-01-01 15:40:00","3.0","0.2","0.3","0.0","170000000.0","0.0"
"2025-01-01 15:45:00","3.0","0.2","0.3","0.0","255000000.0","0.0"
"2025-01-01 15:50:00","3.0","0.2","0.3","0.0","340000000.0","0.0"
"2025-01-01 15:55:00","3.0","0.2","0.3","0.0","225000000.0","0.0"
"2025-01-01 16:00:00","3.0","0.2","0.3","0.0","310000000.0","0.0"
"2025-01-01 16:05:00","3.0","0.2","0.3","0.0","195000000.0","0.0"
"2025-01-01 16:10:00","3.0","0.2","0.3","0.0","280000000.0","0.0"
"2025-01-01 16:15:00","3.0","0.2","0.3","0.0","165000000.0","0.0"
"2025-01-01 16:20:00","3.0","0.2","0.3","0.0","250000000.0","0.0"
"2025-01-01 16:25:00","3.0","0.2","0.3","0.0","335000000.0","0.0"
"2025-01-01 16:30:00","3.0","0.2","0.3","0.0","220000000.0","0.0"
"2025-01-01 16:35:00","3.0","0.2","0.3","0.0","305000000.0","0.0"
"2025-01-01 16:40:00","3.0","0.2","0.3","0.0","190000000.0","0.0"
"2025-01-01 16:45:00","3.0","0.2","0.3","0.0","275000000.0","0.0"
"2025-01-01 16:50:00","3.0","0.2","0.3","0.0","160000000.0","0.0"
"2025-01-01 16:55:00","3.0","0.2","0.3","0.0","245000000.0","0.0"
"2025-01-01 17:00:00","3.0","0.2","0.3","0.0","330000000.0","0.0"
"2025-01-01 17:05:00","3.0","0.2","0.3","0.0","215000000.0","0.0"
"2025-01-01 17:10:00","3.0","0.2","0.3","0.0","300000000.0","0.0"
"2025-01-01 17:15:00","3.0","0.2","0.3","0.0","185000000.0","0.0"
"2025-01-01 17:20:00","3.0","0.2","0.3","0.0","270000000.0","0.0"
"2025-01-01 17:25:00","3.0","0.2","0.3","0.0","155000000.0","0.0"
"2025-01-01 17:30:00","3.0","0.2","0.3","0.0","240000000.0","0.0"
"2025-01-01 17:35:00","3.0","0.2","0.3","0.0","325000000.0","0.0"
"2025-01-01 17:40:00","3.0","0.2","0.3","0.0","210000000.0","0.0"
"2025-01-01 17:45:00","3.0","0.2","0.3","0.0","295000000.0","0.0"
"2025-01-01 17:50:00","3.0","0.2","0.3","0.0","180000000.0","0.0"
"2025-01-01 17:55:00","3.0","0.2","0.3","0.0","265000000.0","0.0"
"2025-01-01 18:00:00","3.0","0.2","0.3","0.0","150000000.0","0.0"
"2025-01-01 18:05:00","3.0","0.2","0.3","0.0","235000000.0","0.0"
"2025-01-01 18:10:00","3.0","0.2","0.3","0.0","320000000.0","0.0"
"2025-01-01 18:15:00","3.0","0.2","0.3","0.0","205000000.0","0.0"
"2025-01-01 18:20:00","3.0","0.2","0.3","0.0","290000000.0","0.0"
"2025-01-01 18:25:00","3.0","0.2","0.3","0.0","175000000.0","0.0"
"2025-01-01 18:30:00","3.0","0.2","0.3","0.0","260000000.0","0.0"
"2025-01-01 18:35:00","3.0","0.2","0.3","0.0","345000000.0","0.0"
"2025-01-01 18:40:00","3.0","0.2","0.3","0.0","230000000.0","0.0"
"2025-01-01 18:45:00","3.0","0.2","0.3","0.0","315000000.0","0.0"
"2025-01-01 18:50:00","3.0","0.2","0.3","0.0","200000000.0","0.0"
"2025-01-01 18:55:00","3.0","0.2","0.3","0.0","285000000.0","0.0"
"2025-01-01 19:00:00","3.0","0.2","0.3","0.0","170000000.0","0.0"
"2025-01-01 19:05:00","3.0","0.2","0.3","0.0","255000000.0","0.0"
"2025-01-01 19:10:00","3.0","0.2","0.3","0.0","340000000.0","0.0"
"2025-01-01 19:15:00","3.0","0.2","0.3","0.0","225000000.0","0.0"
"2025-01-01 19:20:00","3.0","0.2","0.3","0.0","310000000.0","0.0"
"2025-01-01 19:25:00","3.0","0.2","0.3","0.0","195000000.0","0.0"
"2025-01-01 19:30:00","3.0","0.2","0.3","0.0","280000000.0","0.0"
"2025-01-01 19:35:00","3.0","0.2","0.3","0.0","165000000.0","0.0"
"2025-01-01 19:40:00","3.0","0.2","0.3","0.0","250000000.0","0.0"
"2025-01-01 19:45:00","3.0","0.2","0.3","0.0","335000000.0","0.0"
"2025-01-01 19:50:00","3.0","0.2","0.3","0.0","220000000.0","0.0"
"2025-01-01 19:55:00","3.0","0.2","0.3","0.0","305000000.0","0.0"
"2025-01-01 20:00:00","3.0","0.2","0.3","0.0","190000000.0","0.0"
"2025-01-01 20:05:00","3.0","0.2","0.3","0.0","275000000.0","0.0"
"2025-01-01 20:10:00","3.0","0.2","0.3","0.0","160000000.0","0.0"
"2025-01-01 20:15:00","3.0","0.2","0.3","0.0","245000000.0","0.0"
"2025-01-01 20:20:00","3.0","0.2","0.3","0.0","330000000.0","0.0"
"2025-01-01 20:25:00","3.0","0.2","0.3","0.0","215000000.0","0.0"
"2025-01-01 20:30:00","3.0","0.2","0.3","0.0","300000000.0","0.0"
"2025-01-01 20:35:00","3.0","0.2","0.3","0.0","185000000.0","0.0"
"2025-01-01 20:40:00","3.0","0.2","0.3","0.0","270000000.0","0.0"
"2025-01-01 20:45:00","3.0","0.2","0.3","0.0","155000000.0","0.0"
"2025-01-01 20:50:00","3.0","0.2","0.3","0.0","240000000.0","0.0"
"2025-01-01 20:55:00","3.0","0.2","0.3","0.0","325000000.0","0.0"
